Requirement ID,Story Id,Epic,Priority,User Story,Pages (Citations),Alignment Score,Needs Review,Matched Clauses,Clause Scores,Expected Controls,Detected Controls,Missing Controls,Evidence (Story + Steps)
5.1.2.4,7b482248-47bf-452e-a4a6-edb289cc900d,,Should,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",13;14,0.381,False,ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1; ISO 13485 4.2.5,0.566; 0.545; 0.538; 0.531,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.
GIVEN I am a Doctor accessing the Clinician Portal
WHEN I navigate to a page within the portal
THEN the page loads in under 2 seconds on average.
Performance: Page load times must adhere to specified limits.
Security: The system must comply with HIPAA regulations.
I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal
the page loads in under 2 seconds on average."
5.1.2.5,8a482e31-4de8-45bc-972e-ffdfc0b82b7a,,Must,"As a Doctor, I want the clinician portal to be accessible 99.9% of the time during business hours, so that I can reliably access patient data when needed.",14,1.0,False,ISO 27001 A.9; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.10,0.592; 0.562; 0.553; 0.552,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,"As a Doctor, I want the clinician portal to be accessible 99.9% of the time during business hours, so that I can reliably access patient data when needed.
GIVEN The clinician portal is deployed and running
WHEN I attempt to access the portal during business hours
THEN The portal is accessible 99.9% of the time
Availability: The clinician portal shall be accessible 99.9% of the time during business hours (Requirement 5.1.2.5).
Security: The system must comply with HIPAA regulations to protect patient data.
The clinician portal is deployed and running | I attempt to access the portal during business hours
The portal is accessible 99.9% of the time"
2.3.3.11,4eba10f6-82f0-4a46-9b95-204905491bf0,,Must,"As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",8;8;8;8;8,0.333,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9; ISO 9001 8.5.1,0.686; 0.64; 0.583; 0.553,audit_trail; data_integrity; rbac; traceability; verification_validation,data_integrity,audit_trail; rbac; traceability; verification_validation,"As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.
GIVEN I am a clinician using the portal
WHEN I add, modify, or delete a document or data
THEN the system should track the addition, change, or deletion, including user and timestamp.
GIVEN I am a clinician using the portal
WHEN I request an audit report
THEN the system should generate a report showing the auditing history, either per user or per patient.
GIVEN I am a clinician using the portal
WHEN I request to export an auditing history
THEN the system should allow me to export the auditing history.
Adherence to HIPAA regulations
Auditing data must be stored securely.
Reports must be generated within a reasonable timeframe (e.g., less than 10 seconds).
I am a clinician using the portal | I add, modify, or delete a document or data
the system should track the addition, change, or deletion, including user and timestamp.
I am a clinician using the portal | I request an audit report
the system should generate a report showing the auditing history, either per user or per patient.
I am a clinician using the portal | I request to export an auditing history
the system should allow me to export the auditing history."
5.1.3.2,9c0a8fef-46d8-4db1-a1e9-5b3de8984004,,Must,"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.",14,1.0,False,ISO 9001 8.5.1; FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9,0.569; 0.566; 0.558; 0.553,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.
GIVEN the clinician is using the fingerprint scanner
WHEN the clinician initiates a fingerprint scan
THEN the system returns results within 1 second
Performance: Fingerprint scanning must return results within 1 second (5.1.3.2, p.14)
the clinician is using the fingerprint scanner | the clinician initiates a fingerprint scan
the system returns results within 1 second"
5.2.2.1,8217b80d-b3b0-49ef-bc65-12cce6b52deb,,Must,"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.",15,0.15,False,ISO 27001 A.9; ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5,0.656; 0.647; 0.573; 0.57,audit_trail; data_integrity; encryption; rbac; traceability,encryption,audit_trail; data_integrity; rbac; traceability,"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.
GIVEN A user attempts to access patient information
WHEN The user is not authorized to view the patient's information
THEN The application will prevent the user from accessing the information.
Security: Adherence to HIPAA regulations.
Security: Data encryption at rest and in transit.
A user attempts to access patient information | The user is not authorized to view the patient's information
The application will prevent the user from accessing the information."
5.3.1.1,ce16ca83-5426-4bb3-a58f-f1d109024906,,Must,"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.",15,1.0,False,ISO 27001 A.10; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5,0.642; 0.608; 0.55; 0.544,audit_trail; data_integrity; encryption; rbac; traceability,encryption,audit_trail; data_integrity; rbac; traceability,"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.
GIVEN The system is deployed and running
WHEN Data is stored in the database
THEN The database is encrypted at rest.
Security: Database must be encrypted at rest to comply with HIPAA.
The system is deployed and running | Data is stored in the database
The database is encrypted at rest."
5.3.1.2,a00ebd1f-03ef-4ed0-8841-8fb69979f15d,,Must,"As a Clinician Portal User, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.",15;13,0.444,False,ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.575; 0.553; 0.541; 0.538,audit_trail; data_integrity; e_signature; encryption; rbac; traceability,encryption,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Clinician Portal User, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.
GIVEN I am using the Clinician Portal.
WHEN I am accessing or modifying patient information.
THEN All data transferred between the server and my application will be done over SSL.
Security: Data must be encrypted in transit.
Compliance: HIPAA
I am using the Clinician Portal. | I am accessing or modifying patient information.
All data transferred between the server and my application will be done over SSL."
5.3.1.3,7b3e4bc3-5a4a-4aab-963f-5d1e6b7bec37,,Must,"As a System Administrator, I want the database to only be accessible by devices on the same network so that unauthorized access to sensitive patient data is prevented.",15,1.0,False,ISO 27001 A.9; ISO 27001 A.10; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e),0.597; 0.545; 0.496; 0.486,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,rbac,audit_trail; data_integrity; encryption; traceability; verification_validation,"As a System Administrator, I want the database to only be accessible by devices on the same network so that unauthorized access to sensitive patient data is prevented.
GIVEN The database server is running
WHEN A connection is attempted from a device outside the network
THEN The connection is rejected
GIVEN The database server is running
WHEN A connection is attempted from a device within the same network
THEN The connection is established
Security: The database must be protected from unauthorized access.
Compliance: Adherence to HIPAA regulations regarding data access control.
The database server is running | A connection is attempted from a device outside the network
The connection is rejected
The database server is running | A connection is attempted from a device within the same network
The connection is established"
5.3.2.1,0440cb0f-cea5-472b-8382-d59794355a0a,,Must,"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is transmitted securely and complies with HIPAA.",15;13,0.435,False,ISO 27001 A.10; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100,0.599; 0.577; 0.569; 0.567,audit_trail; data_integrity; e_signature; encryption; rbac; traceability,encryption,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is transmitted securely and complies with HIPAA.
GIVEN I am a Doctor using the Clinician Application.
WHEN I access or modify patient information.
THEN All communication between the Clinician Application and the server is encrypted using SSL.
Security: Data must be encrypted in transit.
Compliance: Must comply with HIPAA regulations.
I am a Doctor using the Clinician Application. | I access or modify patient information.
All communication between the Clinician Application and the server is encrypted using SSL."
5.3.3.1,68231c2d-de07-4259-9c47-0f712303e85a,,Must,"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.",15,0.909,False,ISO 27001 A.10; ISO 27001 A.9; ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e),0.611; 0.577; 0.554; 0.549,audit_trail; data_integrity; encryption; rbac; traceability,encryption,audit_trail; data_integrity; rbac; traceability,"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.
GIVEN The Session App is running on a computer.
WHEN Patient information is stored locally on the computer.
THEN The patient information is encrypted.
Security: Patient data must be encrypted at rest.
Compliance: Must comply with HIPAA regulations.
The Session App is running on a computer. | Patient information is stored locally on the computer.
The patient information is encrypted."
5.3.3.2,fd51ae0f-0178-4c66-9f56-302100997b06,,Must,"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.",15,0.176,False,ISO 27001 A.10; FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9,0.594; 0.563; 0.557; 0.553,audit_trail; data_integrity; e_signature; encryption; rbac; traceability,encryption,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.
GIVEN The Session App is communicating with the server
WHEN Data is being transmitted between the Session App and the server
THEN The communication must be encrypted using SSL
Security: All patient information stored locally on the computer running the session app must be encrypted (page 15).
HIPAA compliance
The Session App is communicating with the server | Data is being transmitted between the Session App and the server
The communication must be encrypted using SSL"
5.4.2.1,ef30b23c-d3b7-44b4-bae4-b205defa015b,,Should,"As a Doctor, I want the Clinician Application to have a high aesthetic rating so that I find it visually appealing and easy to use.",16;16,0.438,False,ISO 9001 8.5.1; ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; IEC 62304 5.1,0.53; 0.511; 0.502; 0.495,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,"As a Doctor, I want the Clinician Application to have a high aesthetic rating so that I find it visually appealing and easy to use.
GIVEN the Doctor is using the Clinician Application
WHEN they interact with the user interface
THEN the application's aesthetics should be rated at ⅘ or above by at least 85% of clinicians.
the Doctor is using the Clinician Application | they interact with the user interface
the application's aesthetics should be rated at ⅘ or above by at least 85% of clinicians."
5.4.2.2,9dba99a4-e4ce-4562-bd61-fe8e4cebee06,,Must,"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data and improve patient care.",16;14,0.35,False,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.583; 0.573; 0.569; 0.554,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data and improve patient care.
GIVEN I am a Doctor using the Clinician application.
WHEN I am performing common tasks such as reviewing patient data, updating notes, and ordering tests.
THEN The application should be intuitive and easy to navigate, allowing me to complete tasks quickly and efficiently.
GIVEN A survey is conducted with clinicians after using the application.
WHEN Clinicians are asked to rate the application's ease of use.
THEN At least 80% of clinicians should rate the application at ⅘ or above for ease of use.
Performance: Pages should load quickly (see 5.1.2.1, 5.1.2.2, 5.1.2.3, 5.1.2.4)
Security: The application must comply with HIPAA regulations.
Compliance: The application must comply with FDA 21 CFR Part 11 regulations.
I am a Doctor using the Clinician application. | I am performing common tasks such as reviewing patient data, updating notes, and ordering tests.
The application should be intuitive and easy to navigate, allowing me to complete tasks quickly and efficiently.
A survey is conducted with clinicians after using the application. | Clinicians are asked to rate the application's ease of use.
At least 80% of clinicians should rate the application at ⅘ or above for ease of use."
5.4.2.3,6fccb2f0-462d-435f-ae62-4cdbba4c7571,,Must,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",8;16,0.242,False,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9,0.6; 0.596; 0.568; 0.563,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.
GIVEN I am a Doctor using the Clinician application.
WHEN I am learning to use the application.
THEN The application should be intuitive and easy to understand, allowing me to quickly become proficient.
GIVEN We survey Doctors on their experience with the Clinician application.
WHEN 90% of Doctors rate the application at 4/5 or above for ease of learning.
THEN The application meets the ease of learning requirement.
The application must comply with HIPAA regulations.
The application must comply with FDA 21 CFR Part 11 regulations.
I am a Doctor using the Clinician application. | I am learning to use the application.
The application should be intuitive and easy to understand, allowing me to quickly become proficient.
We survey Doctors on their experience with the Clinician application. | 90% of Doctors rate the application at 4/5 or above for ease of learning.
The application meets the ease of learning requirement."
5.4.3.1,3414fb1b-9417-4da1-ad75-5a99e7eaafc4,,Should,"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.",16,1.0,False,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); IEC 62304 5.1; ISO 9001 8.5.1,0.601; 0.6; 0.568; 0.566,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.
GIVEN the facilitator is using the Session App
WHEN they are interacting with the user interface
THEN the app's aesthetics should be rated at 4/5 or above by at least 85% of facilitators.
The application must comply with HIPAA regulations.
The application must comply with FDA 21 CFR Part 11 regulations.
the facilitator is using the Session App | they are interacting with the user interface
the app's aesthetics should be rated at 4/5 or above by at least 85% of facilitators."
5.4.3.2,aef5a6f5-4f05-4edc-b7cc-0cc2400483e1,,Must,"As a Nurse, I want to be able to easily add and modify patient data, so that I can accurately maintain patient records.",5;8;16,0.32,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.653; 0.635; 0.589; 0.584,audit_trail; data_integrity; e_signature; rbac; traceability,data_integrity,audit_trail; e_signature; rbac; traceability,"As a Nurse, I want to be able to easily add and modify patient data, so that I can accurately maintain patient records.
GIVEN I am a nurse logged into the system.
WHEN I add or modify patient data.
THEN The system should allow me to do so easily and efficiently.
GIVEN I am a nurse.
WHEN I add, modify, or delete patient data.
THEN The system should track these changes for auditing purposes, including user, timestamp, and specific data changed.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
The application should be rated at ⅘ or above by at least 80% of facilitators for ease of use.
I am a nurse logged into the system. | I add or modify patient data.
The system should allow me to do so easily and efficiently.
I am a nurse. | I add, modify, or delete patient data.
The system should track these changes for auditing purposes, including user, timestamp, and specific data changed."
5.4.3.3,0d1844fe-1194-402f-982c-5ef87217e3f4,,Must,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",16,0.8,False,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; IEC 62304 5.1,0.593; 0.593; 0.57; 0.556,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; risk_management; traceability; verification_validation,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.
GIVEN The facilitator is a new user of the Session App.
WHEN The facilitator completes the initial training and uses the app for a few sessions.
THEN The facilitator rates the Session App at 4/5 or above for ease of learning.
GIVEN A survey is conducted among facilitators after using the Session App.
WHEN The survey results are analyzed.
THEN At least 90% of facilitators rate the Session App at 4/5 or above for ease of learning.
The application must comply with HIPAA regulations.
The application must comply with FDA 21 CFR Part 11 regulations.
The facilitator is a new user of the Session App. | The facilitator completes the initial training and uses the app for a few sessions.
The facilitator rates the Session App at 4/5 or above for ease of learning.
A survey is conducted among facilitators after using the Session App. | The survey results are analyzed.
At least 90% of facilitators rate the Session App at 4/5 or above for ease of learning."
AUTO-1,2f19080b-c4fc-4ee7-ae1a-149ad532b791,,Must,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",13;4,0.055,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 27001 A.9; ISO 13485 4.2.5,0.62; 0.589; 0.573; 0.567,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.
GIVEN I am a Doctor logged into the Clinician Portal.
WHEN I navigate to a patient's record.
THEN I should be able to view and modify patient information in the database.
GIVEN I am a Doctor using the Clinician Portal.
WHEN I access the portal through a web browser.
THEN The interface should be easy to learn and navigate quickly.
The Clinician Portal must comply with HIPAA regulations.
The Clinician Portal must comply with FDA 21 CFR Part 11 regulations.
I am a Doctor logged into the Clinician Portal. | I navigate to a patient's record.
I should be able to view and modify patient information in the database.
I am a Doctor using the Clinician Portal. | I access the portal through a web browser.
The interface should be easy to learn and navigate quickly."
2,cff2a72e-425d-4891-9277-503b84810b84,,Must,"As a Doctor, I want to view audit reports of patient data changes, so that I can ensure data integrity and compliance with regulations.",8;8;8;8,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.706; 0.648; 0.607; 0.602,audit_trail; data_integrity; e_signature; rbac; traceability,data_integrity,audit_trail; e_signature; rbac; traceability,"As a Doctor, I want to view audit reports of patient data changes, so that I can ensure data integrity and compliance with regulations.
GIVEN I am a Doctor logged into the system.
WHEN I request an audit report for a specific patient.
THEN I should see a report showing the history of additions, changes, and deletions to the patient's documents and data, including the user who made the changes and the timestamp.
GIVEN I am a Doctor logged into the system.
WHEN I request an audit report for all patients.
THEN I should see a report showing the history of additions, changes, and deletions to all patients' documents and data, including the user who made the changes and the timestamp.
The system must comply with HIPAA regulations regarding data access and auditing.
The system must comply with FDA 21 CFR Part 11 regulations regarding electronic records and signatures.
I am a Doctor logged into the system. | I request an audit report for a specific patient.
I should see a report showing the history of additions, changes, and deletions to the patient's documents and data, including the user who made the changes and the timestamp.
I am a Doctor logged into the system. | I request an audit report for all patients.
I should see a report showing the history of additions, changes, and deletions to all patients' documents and data, including the user who made the changes and the timestamp."
1,2630be87-92a0-4589-a775-c5f4e26e35e2,,Must,"As a Day Health Staff, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program and improve the current physical workflow.",4;4;4,0.016,True,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1; FDA 21 CFR Part 11 11.100,0.555; 0.537; 0.524; 0.512,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,"As a Day Health Staff, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program and improve the current physical workflow.
GIVEN I am a Day Health Staff member.
WHEN I access the Trillium Health Day Health Manager system.
THEN I can create and store patient assessments and care plans digitally.
GIVEN Patient assessments and care plans are stored digitally.
WHEN A patient signs in/out.
THEN The system automatically tracks the individual's progress through the program.
I am a Day Health Staff member. | I access the Trillium Health Day Health Manager system.
I can create and store patient assessments and care plans digitally.
Patient assessments and care plans are stored digitally. | A patient signs in/out.
The system automatically tracks the individual's progress through the program."
1.2,2d2bb89c-8b78-43c3-9333-ca79f10c694c,,Must,"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.",4;4;4,0.012,True,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.557; 0.552; 0.521; 0.521,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.
GIVEN I am a Day Health staff member.
WHEN I access the system.
THEN I can create and store patient assessments and care plans digitally.
I am a Day Health staff member. | I access the system.
I can create and store patient assessments and care plans digitally."
1.3,569600a7-d599-433d-a8da-45e6a042c640,,Must,"As a Doctor, I want to access the Clinician Portal so that I can review patient data stored in the database.",4;5,0.0,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 27001 A.9; ISO 13485 4.2.5,0.621; 0.587; 0.581; 0.572,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail,data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access the Clinician Portal so that I can review patient data stored in the database.
GIVEN I am a Doctor with appropriate credentials.
WHEN I log into the system via the Clinician Portal.
THEN I can view patient data stored in the database.
HIPAA compliance
FDA 21 CFR Part 11 compliance
I am a Doctor with appropriate credentials. | I log into the system via the Clinician Portal.
I can view patient data stored in the database."
1.5,b70ee240-a075-4aca-a337-7677bfa78d11,,Must,"As a Doctor, I want to add, modify, or check any patient data stored in the system, so that I can effectively manage patient information.",5,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.634; 0.613; 0.6; 0.599,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to add, modify, or check any patient data stored in the system, so that I can effectively manage patient information.
GIVEN I am logged into the system as a Doctor.
WHEN I access the patient data section.
THEN I should be able to add, modify, or check patient data.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
I am logged into the system as a Doctor. | I access the patient data section.
I should be able to add, modify, or check patient data."
2,a13a3f38-09bb-424e-86a2-89d59342669a,Implement Clinician Portal,Must,"As a Doctor, I want to view patient data in the clinician portal so that I can efficiently review patient information and provide better care.",6;6;4,0.0,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.609; 0.578; 0.577; 0.56,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to view patient data in the clinician portal so that I can efficiently review patient information and provide better care.
GIVEN I am logged into the clinician portal.
WHEN I select a patient.
THEN I can view the patient's relevant documents and clinical information in an organized manner.
The clinician portal must be HIPAA compliant.
The system must comply with FDA 21 CFR Part 11 if applicable.
I am logged into the clinician portal. | I select a patient.
I can view the patient's relevant documents and clinical information in an organized manner."
2.1,f0d52e99-1fe9-4d95-90ed-a582b8426fda,Implement Clinician Portal,Must,"As a Doctor, I want to view organized patient data in the clinician portal so that I can efficiently review patient information and make informed decisions.",6;6,0.0,True,ISO 27001 A.9; ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.10,0.564; 0.561; 0.549; 0.519,audit_trail; data_integrity; encryption; rbac; traceability,,audit_trail; data_integrity; encryption; rbac; traceability,"As a Doctor, I want to view organized patient data in the clinician portal so that I can efficiently review patient information and make informed decisions.
GIVEN I am logged into the clinician portal as a Doctor.
WHEN I select a patient.
THEN I can view the patient's relevant documents and clinical information organized in a meaningful way.
The clinician portal must be HIPAA compliant.
The system must be secure to protect patient data.
I am logged into the clinician portal as a Doctor. | I select a patient.
I can view the patient's relevant documents and clinical information organized in a meaningful way."
2.2,2d3c7e56-665c-4979-9bea-46655b6f5722,Implement Clinician Portal,Must,"As a Doctor, I want to view patient care plans so that I can effectively review and manage patient treatment.",6;6;6,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.617; 0.591; 0.59; 0.552,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to view patient care plans so that I can effectively review and manage patient treatment.
GIVEN I am logged into the clinician portal as a Doctor.
WHEN I select a patient from the patient list.
THEN I can view the patient's current care plan, including updates and changes.
The system must comply with HIPAA regulations.
The system must comply with FDA 21 CFR Part 11 regulations.
I am logged into the clinician portal as a Doctor. | I select a patient from the patient list.
I can view the patient's current care plan, including updates and changes."
2.3,9303be75-30e5-4ffc-b9a4-1649388674aa,,Should,"As a Doctor, I want the application to have tutorial documentation so that I can quickly learn how to use the system and understand proper protocols.",10,0.0,True,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.561; 0.538; 0.528; 0.524,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want the application to have tutorial documentation so that I can quickly learn how to use the system and understand proper protocols.
GIVEN I am a new Doctor user of the application.
WHEN I access the application for the first time.
THEN I am presented with tutorial documentation that explains procedures in step-by-step instructions with screenshots.
I am a new Doctor user of the application. | I access the application for the first time.
I am presented with tutorial documentation that explains procedures in step-by-step instructions with screenshots."
2.3.1.1,974710c5-6117-46d6-b719-2e3bae299c38,,Must,"As a Trillium IT Administrator, I want a way to install the database so that the system can be set up and ready for use.",6;10,0.087,True,ISO 9001 8.5.1; ISO 27001 A.9; ISO 13485 4.2.5; IEC 62304 5.1,0.497; 0.487; 0.485; 0.475,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,"As a Trillium IT Administrator, I want a way to install the database so that the system can be set up and ready for use.
GIVEN I am a Trillium IT Administrator with access to the installation package
WHEN I run the database setup script
THEN the database is installed correctly and ready to host patient and clinical information.
I am a Trillium IT Administrator with access to the installation package | I run the database setup script
the database is installed correctly and ready to host patient and clinical information."
2.3.1.2,c1f650d5-cdd6-4e38-b0e1-37b7d276c133,,Must,"As a Doctor, I want to access patient data in the clinician portal so that I can review patient information efficiently.",6;6,0.045,True,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.586; 0.575; 0.568; 0.545,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to access patient data in the clinician portal so that I can review patient information efficiently.
GIVEN I am logged into the clinician portal.
WHEN I select a patient.
THEN I can view the patient's relevant documents and clinical information.
HIPAA compliance
FDA 21 CFR Part 11 compliance
I am logged into the clinician portal. | I select a patient.
I can view the patient's relevant documents and clinical information."
2.3.1.3,d5bd9469-1afb-4b4d-8647-626c661b4569,,Must,"As a Clinician, I want to access a clinician portal so that I can present and organize patient data from the database.",6,0.0,True,FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5,0.619; 0.581; 0.579; 0.553,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail,data_integrity; e_signature; rbac; traceability,"As a Clinician, I want to access a clinician portal so that I can present and organize patient data from the database.
GIVEN The database contains patient and clinical information.
WHEN I log into the system.
THEN I should be able to access a clinician portal to view and organize patient data.
The application must be HIPAA compliant.
The application must be FDA 21 CFR Part 11 compliant.
The database contains patient and clinical information. | I log into the system.
I should be able to access a clinician portal to view and organize patient data."
