Test Case Title,Step Action,Step Expected,Requirement ID,Priority,Tags,Pages,Story Id,Epic,Area Path,Iteration Path
"As a Clinician, I want to add a new patient, so that I can manage their care within the system.",I am logged into the system as a Clinician. | I enter all required patient information and save.,The new patient record is created and stored in the system.,3,Must,@priority_Must @req_3 @FDA21CFR11 @HIPAA,11,65c3f511-b6a1-4f6c-8bf8-60ce424133c2,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to run a billing report so that I can track revenue and ensure accurate billing.",I am logged into the Clinician Portal. | I request to run a billing report.,The system generates a report with relevant billing information.,4,Should,@priority_Should @req_4,12;13,084b874b-e00d-4f7c-aabc-8161029574d1,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to log in so that I can access patient information and manage care plans.",I am a registered clinician with valid credentials | I enter my username and password into the clinician portal,I am successfully logged into the system and can access my dashboard,4.1,Must,@priority_Must @req_4.1 @HIPAA,11;13,65fa9a40-2b58-4a22-a4ab-c1a86c3509d1,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view auditing history reports per patient so that I can track changes to patient data and ensure data integrity.",I am logged into the Clinician Portal as a Doctor. | I select a patient and navigate to the auditing history report.,"I should see a report displaying the history of additions, changes, and deletions of documents and data for that patient.",4.3.1,Must,@priority_Must @req_4.3.1 @FDA21CFR11 @HIPAA,8,8cbe08d1-8690-4095-9dda-3282c54ce51c,,Healthcare\DayHealth,Release 1
"As a Clinician, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is secure and compliant with HIPAA.",The Clinician is using the Clinician Application | The Clinician Application communicates with the server,The communication is encrypted using SSL,4.4.1,Must,@priority_Must @req_4.4.1 @HIPAA,15,dadaf903-68a9-4c4f-ada8-2c1d183f6d35,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to quickly access patient information through the Clinician Portal so that I can efficiently review patient data.",I am logged into the Clinician Portal. | I request to view a patient's record.,The patient's information is displayed within 2 seconds.,5,Must,@priority_Must @req_5,13;14,bd869b36-1221-43db-aaff-36ad08100b5f,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load pages quickly so that I can efficiently access patient information and provide timely care.",I am a Doctor using the Clinician Portal with one user online | I access a page within the portal,the page loads in under 2 seconds,5.1,Must,@priority_Must @req_5.1,13;14,4aa7ed69-11ff-4ecd-9870-904762d26a1d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load pages quickly so that I can efficiently access patient information and provide timely care.",I am a Doctor using the Clinician Portal with one user online | I access a page within the portal,"on average, the page loads in under 0.5 seconds",5.1,Must,@priority_Must @req_5.1,13;14,4aa7ed69-11ff-4ecd-9870-904762d26a1d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load pages quickly so that I can efficiently access patient information and provide timely care.",I am a Doctor using the Clinician Portal | I access a page within the portal,the page never takes more than 5 seconds to load,5.1,Must,@priority_Must @req_5.1,13;14,4aa7ed69-11ff-4ecd-9870-904762d26a1d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient data quickly through the Clinician Portal so that I can efficiently review patient information and make informed decisions.",I am a Doctor logged into the Clinician Portal. | I request to view a patient's data.,The patient's data should load in under 2 seconds.,5.1.1.1,Must,@priority_Must @req_5.1.1.1 @HIPAA,8;13;14,ff37c065-154f-4c46-b014-b99fb12e4316,,Healthcare\DayHealth,Release 1
"As a Nurse, I want to update patient vitals so that patient records are accurate and up-to-date.",the Nurse is logged into the system and has selected a patient | the Nurse enters new vital signs data,the system should save the data to the patient's EHR and display a confirmation message,5.1.2,Must,@priority_Must @req_5.1.2 @FDA21CFR11 @HIPAA,4,9a36b1ee-200a-4aae-80fc-554f662a5240,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check on any session data so that I can manage sessions effectively.",I have access to the system. | I navigate to the session section.,"I can add a new session, modify a session leader, or check which classes are scheduled on a specific day.",5.1.3,Must,@priority_Must @req_5.1.3,5,3bd45bdc-52a5-4dcf-ad05-78cb739eb528,,Healthcare\DayHealth,Release 1
"As a User, I want the Session app to be operational 99.99% of the time, so that I can reliably access and manage session data.",The Session app is deployed | there is an internet connection or no internet connection,the app remains operational 99.99% of the time.,5.1.3.3,Must,@priority_Must @req_5.1.3.3 @HIPAA,5,9699e889-b138-497f-8da6-c8f2c546d64c,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",I am a Doctor using the application | I access a page within the application,the page loads in under 2 seconds,5.2,Should,@priority_Should @req_5.2,14;15,85418a4e-446b-4143-b597-1e50fcd349cd,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",I am a Doctor using the application | I access a page within the application,"on average, the page loads in under 0.5 seconds",5.2,Should,@priority_Should @req_5.2,14;15,85418a4e-446b-4143-b597-1e50fcd349cd,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",I am a Doctor using the application | I access a page within the application,the page never takes more than 5 seconds to load,5.2,Should,@priority_Should @req_5.2,14;15,85418a4e-446b-4143-b597-1e50fcd349cd,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient care plans through the Clinician Portal so that I can efficiently review and manage patient treatment (6).",I am a logged-in Doctor using the Clinician Portal (13) | I select a patient,"I can view the patient's care plan, including updates and changes (6)",5.2.1,Must,@priority_Must @req_5.2.1 @FDA21CFR11 @HIPAA,6;13,b92a4e5f-a742-4785-8420-334e719684ab,,Healthcare\DayHealth,Release 1
"As a Clinician Portal user, I want all communication between the server and the application to be done over SSL, so that patient data is protected during transmission.",I am a user of the Clinician Portal. | I access or modify information in the database.,All communication between the server and the application is encrypted using SSL.,5.2.1.1,Must,@priority_Must @req_5.2.1.1 @HIPAA,13;15,dc3d8271-c4be-4dbd-840c-db204664d3a9,,Healthcare\DayHealth,Release 1
"As a Day Health staff member, I want to digitize patient assessments, care plans, and sign-in/outs, so that I can improve the tracking and care of patients in the Day Health program.",I am a Day Health staff member | I access the Trillium Health Day Health Manager,"I can input and store patient assessments, care plans, and sign-in/out information digitally.",5.2.2,Must,@priority_Must @req_5.2.2 @FDA21CFR11 @HIPAA,4,ef9b62f9-1265-4c4d-aed0-dee12c80aefc,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view reports showing auditing history, so that I can track changes to patient data and ensure data integrity.",I am a Doctor with access to the system. | I request an audit report for a specific patient.,"I should see a report detailing additions, modifications, and deletions of documents and data related to that patient, including the user who made the changes and the timestamps.",5.2.3.1,Must,@priority_Must @req_5.2.3.1 @FDA21CFR11 @HIPAA,8;14,1ac23ddd-f53b-4206-ad19-3ca5605a90b1,,Healthcare\DayHealth,Release 1
"As a Clinician Portal user, I want all communication between the server and the application to be done over SSL, so that patient data is transmitted securely.",The user is accessing the Clinician Portal application. | Data is being transmitted between the server and the application.,The communication must be encrypted using SSL.,5.3,Must,@priority_Must @req_5.3,13;15,3271bd4a-0bc7-460c-a392-7b618509a8f2,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient care plans through the clinician portal, so that I can review and track patient progress.",I am logged into the Clinician Portal. | I select a patient.,"I can view the patient's care plan, including updates and changes.",5.3.1,Must,@priority_Must @req_5.3.1 @HIPAA,6;13,b15bcd67-787b-445e-8b42-c21c5bb270fa,,Healthcare\DayHealth,Release 1
"As a Nurse, I want to update patient vitals so that the EHR contains the most current patient information.",the Nurse is logged into the system and has selected a patient | the Nurse enters new vital signs data,"the system should save the data to the EHR, adhering to HIPAA regulations.",5.3.2,Must,@priority_Must @req_5.3.2 @FDA21CFR11 @HIPAA,4,f06ef03b-9632-42c6-b117-4d0ad8c098f8,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check on any session data so that I can manage sessions effectively.",I have access to the session section of the application | I attempt to add a new session,the system allows me to input all required session details.,5.3.3,Must,@priority_Must @req_5.3.3,5,4dbede1a-3d42-4949-a4a3-5aa5bec93eab,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check on any session data so that I can manage sessions effectively.",I have access to the session section of the application | I attempt to modify a session leader,the system allows me to select a new session leader from a list of available users.,5.3.3,Must,@priority_Must @req_5.3.3,5,4dbede1a-3d42-4949-a4a3-5aa5bec93eab,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check on any session data so that I can manage sessions effectively.",I have access to the session section of the application | I attempt to check which classes are scheduled on a specific day,the system displays a list of all classes scheduled for that day.,5.3.3,Must,@priority_Must @req_5.3.3,5,4dbede1a-3d42-4949-a4a3-5aa5bec93eab,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want the system to audit all data changes so that we can maintain data integrity and comply with regulations.","The system is running and a user modifies patient data. | The user adds, changes, or deletes a document or data.","The system should track the addition, change, or deletion, including the user and timestamp.",5.4,Must,@priority_Must @req_5.4 @FDA21CFR11 @HIPAA,8;15,1f0babdc-7ab3-4acb-9476-e4c829c6f662,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want the system to audit all data changes so that we can maintain data integrity and comply with regulations.",The system has auditing data. | A user requests an audit report.,"The system should generate reports showing auditing history, per user or per patient, and allow export of auditing histories.",5.4,Must,@priority_Must @req_5.4 @FDA21CFR11 @HIPAA,8;15,1f0babdc-7ab3-4acb-9476-e4c829c6f662,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient care plans through the clinician portal so that I can efficiently review and manage patient treatment (EHR).",I am logged into the Clinician Portal. | I select a patient.,I can view the patient's care plan.,5.4.1,Must,@priority_Must @req_5.4.1 @FDA21CFR11 @HIPAA,6;13,3918a7a1-8d89-44ef-84e1-f6c86c5d7b66,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to be able to view a patient's care plan so that I can monitor their progress and make necessary adjustments. ",I am a logged-in Clinician | I select a patient,"I can view the patient's care plan, including updates and changes.",5.4.1.1,Must,@priority_Must @req_5.4.1.1,6;11;13,4246c8f4-e5ad-4a05-a704-fe8c5127152e,,Healthcare\DayHealth,Release 1
"As a Clinician, I want the application to communicate with the server over SSL so that patient data is transmitted securely.",I am a Clinician using the application. | I am accessing or modifying patient information.,All communication between the application and the server must be done over SSL.,5.4.1.2,Must,@priority_Must @req_5.4.1.2,15,4b3aa627-8d93-433f-9189-fcd1de80e9c8,,Healthcare\DayHealth,Release 1
"As a Nurse, I want to update patient vitals, so that the EHR contains the most current patient information.",The nurse is logged into the system and has selected a patient. | The nurse enters new vital signs data.,"The system saves the data to the EHR, adhering to HIPAA regulations.",5.4.2,Must,@priority_Must @req_5.4.2 @FDA21CFR11 @HIPAA,4,dcca3410-e2cd-48f3-8658-325a412eb531,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check patient data stored in the system so that I can manage patient information effectively.","I have access to the system | I attempt to add, modify, or check patient data",the system allows me to perform these actions while adhering to HIPAA and FDA 21 CFR Part 11 constraints.,5.4.3,Must,@priority_Must @req_5.4.3 @FDA21CFR11 @HIPAA,5,85a4042f-8972-40b9-8def-ef8d803315ab,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to easily access patient assessments and care plans in a digitized format so that I can efficiently track and manage patient care within the Day Health program.",I am a Doctor using the Clinician Portal | I access a patient's record,I can view digitized patient assessments and care plans.,1,Must,@priority_Must @req_1 @FDA21CFR11 @HIPAA,4;16,4cacda81-286c-46f1-be12-7ff5626221dd,,Healthcare\DayHealth,Release 1
